   -9.0000    +0.0000 
   -8.8889    +0.0000 
   -8.7778    +0.0000 
   -8.6667    +0.0000 
   -8.5556    +0.0000 
   -8.4444    +0.0000 
   -8.3333    +0.0000 
   -8.2222    +0.0000 
   -8.1111    +0.0000 
   -8.0000    +0.0000 
   -7.8889    +0.0000 
   -7.7778    +0.0000 
   -7.6667    +0.0000 
   -7.5556    +0.0000 
   -7.4444    +0.0000 
   -7.3333    +0.0000 
   -7.2222    +0.0000 
   -7.1111    +0.0005 
   -7.0000    +0.0018 
   -6.8889    +0.0017 
   -6.7778    +0.0006 
   -6.6667    +0.0007 
   -6.5556    +0.0017 
   -6.4444    +0.0023 
   -6.3333    +0.0015 
   -6.2222    +0.0009 
   -6.1111    +0.0020 
   -6.0000    +0.0039 
   -5.8889    +0.0064 
   -5.7778    +0.0063 
   -5.6667    +0.0029 
   -5.5556    +0.0026 
   -5.4444    +0.0029 
   -5.3333    +0.0015 
   -5.2222    +0.0008 
   -5.1111    +0.0043 
   -5.0000    +0.0109 
   -4.8889    +0.0096 
   -4.7778    +0.0043 
   -4.6667    +0.0018 
   -4.5556    +0.0017 
   -4.4444    +0.0049 
   -4.3333    +0.0087 
   -4.2222    +0.0067 
   -4.1111    +0.0043 
   -4.0000    +0.0050 
   -3.8889    +0.0059 
   -3.7778    +0.0034 
   -3.6667    +0.0019 
   -3.5556    +0.0036 
   -3.4444    +0.0033 
   -3.3333    +0.0015 
   -3.2222    +0.0007 
   -3.1111    +0.0004 
   -3.0000    +0.0002 
   -2.8889    +0.0000 
   -2.7778    +0.0000 
   -2.6667    +0.0000 
   -2.5556    +0.0000 
   -2.4444    +0.0000 
   -2.3333    +0.0000 
   -2.2222    +0.0000 
   -2.1111    +0.0000 
   -2.0000    +0.0000 
   -1.8889    +0.0000 
   -1.7778    +0.0000 
   -1.6667    +0.0000 
   -1.5556    +0.0000 
   -1.4444    +0.0000 
   -1.3333    +0.0001 
   -1.2222    +0.0038 
   -1.1111    +0.0489 
   -1.0000    +0.1979 
   -0.8889    +0.2916 
   -0.7778    +0.2413 
   -0.6667    +0.2400 
   -0.5556    +0.2486 
   -0.4444    +0.1199 
   -0.3333    +0.0420 
   -0.2222    +0.0840 
   -0.1111    +0.1118 
   +0.0000    +0.0713 
   +0.1111    +0.0266 
   +0.2222    +0.0052 
   +0.3333    +0.0004 
   +0.4444    +0.0000 
   +0.5556    +0.0000 
   +0.6667    +0.0000 
   +0.7778    +0.0000 
   +0.8889    +0.0000 
   +1.0000    +0.0000 
   +1.1111    +0.0000 
   +1.2222    +0.0000 
   +1.3333    +0.0000 
   +1.4444    +0.0000 
   +1.5556    +0.0000 
   +1.6667    +0.0000 
   +1.7778    +0.0000 
   +1.8889    +0.0000 
   +2.0000    +0.0000 
